study id
11904624
11904624
11904624
11904624
11904624
11904624
16461865
16461865
16461865
16461865
17656420
17656420
17656420
17656420
20819898
20819898
20819898
20819898
18402856
18402856
18402856
18402856
18402856
8173764
8173764
8173764
8173764
16293317
16293317
16293317
18217177
18217177
18217177
18217177
18217177
12389836
12389836
12389836
12389836
12389836
15210457
15210457
15210457
15210457
17661940
17661940
17661940
17661940
20855048
20855048
20855048
20855048
20855048
15811981
15811981
15811981
15811981
14673053
14673053
14673053
9631159
9631159
9631159
9631159
14752863
14752863
14752863
14752863
14752863
19137320
19137320
19137320
19137320
19137320
16953857
16953857
16953857
16953857
9311492
9311492
9311492
9311492
9311492
16456680
16456680
16456680
16456680
16456680
15111142
15111142
15111142
15111142
19430829
19430829
19430829
19430829
19430829
19430829
14575968
14575968
14575968
14575968
4116227
4116227
4116227
4116227
4116227
9734940
9734940
9734940
9734940
18559131
18559131
18559131
18559131
18559131
18559131
16078340
16078340
16078340
16078340
16078340
18514910
18514910
18514910
18514910
4567320
4567320
4567320
16364933
16364933
16364933
14597516
14597516
14597516
14597516
14597516
7586935
7586935
7586935
7586935
7586935
19539115
19539115
19539115
19539115
19539115
17604143
17604143
17604143
17604143
17448057
17448057
17448057
17448057
14665609
14665609
14665609
14665609
14665609
10359405
10359405
10359405
10359405
10359405
2057036
2057036
2057036
2057036
17907147
17907147
17907147
21164121
21164121
21164121
21164121
17602019
17602019
17602019
17602019
17602019
14597482
14597482
14597482
14597482
14597482
8773860
8773860
8773860
8773860
15042278
15042278
15042278
15042278
16307966
16307966
16307966
22445431
22445431
22445431
22445431
22445431
17944740
17944740
17944740
17944740
22742765
22742765
22742765
22742765
22742765
22742765
