study id
12190675
12190675
12190675
12190675
2195714
2195714
2195714
2195714
2195714
12796072
12796072
12796072
12796072
17431621
17431621
17431621
17431621
17431621
20813485
20813485
20813485
17459741
17459741
17459741
17459741
15641953
15641953
15641953
15641953
15641953
1302472
1302472
1302472
12691786
12691786
12691786
12691786
16908788
16908788
16908788
16908788
15634273
15634273
15634273
15634273
1357550
1357550
1357550
12504399
12504399
12504399
12504399
9596385
9596385
9596385
9596385
9596385
17378372
17378372
17378372
17378372
18056558
18056558
18056558
18056558
18056558
10984382
10984382
10984382
10984382
19843492
19843492
19843492
19843492
19843492
9615498
9615498
9615498
9615498
21098343
21098343
21098343
21098343
15363008
15363008
15363008
15363008
19267733
19267733
19267733
19267733
11018164
11018164
11018164
11018164
11018164
12637400
12637400
12637400
12637400
12637400
16238507
16238507
16238507
11522565
11522565
11522565
11522565
11522565
15951089
15951089
15951089
17443749
17443749
17443749
17443749
15128893
15128893
15128893
15128893
21094553
21094553
21094553
21094553
20664019
20664019
20664019
20664019
17869635
17869635
17869635
17692720
17692720
17692720
17692720
17692720
21785663
21785663
21785663
21785663
16600232
16600232
16600232
16600232
12230905
12230905
12230905
12230905
8760776
8760776
8760776
16286586
16286586
16286586
10917292
10917292
10917292
10917292
17233688
17233688
17233688
17233688
17233688
16567610
16567610
16567610
16567610
16567610
19766640
19766640
19766640
19766640
17361345
17361345
17361345
17361345
17361345
8352673
8352673
8352673
8352673
20495932
20495932
20495932
20495932
15602505
15602505
15602505
15602505
17074344
17074344
17074344
17074344
17074344
12190161
12190161
12190161
19276838
19276838
19276838
18692827
18692827
18692827
18692827
18692827
